Store ID,Employees,Store Size,Country,City,State,Postal Code,Region
TEC-PH-10001580,26,Small,United States,Salem,Oregon,97301,West
TEC-AC-10000290,33,Small,United States,Laredo,Texas,78041,Central
OFF-ST-10002790,55,Medium,United States,San Diego,California,92024,West
OFF-BI-10003460,43,Small,United States,Philadelphia,Pennsylvania,19134,East
OFF-AP-10002203,24,Small,United States,Philadelphia,Pennsylvania,19120,East
TEC-MA-10003353,62,Medium,United States,Tampa,Florida,33614,South
TEC-PH-10001433,31,Small,United States,Philadelphia,Pennsylvania,19134,East
TEC-AC-10004469,70,Medium,United States,Dallas,Texas,75217,Central
OFF-AR-10003602,38,Medium,United States,Philadelphia,Pennsylvania,19143,East
OFF-FA-10003472,43,Medium,United States,Grove City,Ohio,43123,East
OFF-ST-10004180,48,Small,United States,New York City,New York,10011,East
OFF-EN-10004386,51,Medium,United States,Chicago,Illinois,60610,Central
OFF-ST-10003208,21,Medium,United States,Dearborn,Michigan,48126,Central
TEC-AC-10003628,49,Large,United States,New York City,New York,10009,East
FUR-FU-10003274,48,Large,United States,Seattle,Washington,98115,West
OFF-BI-10002557,49,Medium,United States,Aurora,Colorado,80013,West
OFF-PA-10002615,46,Small,United States,Warner Robins,Georgia,31088,South
OFF-AR-10001427,35,Small,United States,Aurora,Colorado,80013,West
OFF-PA-10000673,22,Medium,United States,Minneapolis,Minnesota,55407,Central
OFF-PA-10004470,45,Small,United States,Mission Viejo,California,92691,West
OFF-ST-10000876,59,Large,United States,Rochester Hills,Michigan,48307,Central
OFF-LA-10002043,64,Medium,United States,Columbus,Indiana,47201,Central
OFF-BI-10004967,24,Small,United States,Vancouver,Washington,98661,West
TEC-PH-10001760,65,Large,United States,New York City,New York,10024,East
FUR-TA-10002903,43,Medium,United States,Columbus,Ohio,43229,East
OFF-PA-10000474,63,Large,United States,Aurora,Illinois,60505,Central
TEC-AC-10001956,45,Medium,United States,New York City,New York,10011,East
OFF-PA-10004100,70,Large,United States,Dallas,Texas,75081,Central
OFF-BI-10000778,38,Small,United States,Cleveland,Ohio,44105,East
OFF-SU-10000646,37,Small,United States,Columbus,Indiana,47201,Central
OFF-FA-10002983,48,Large,United States,Tyler,Texas,75701,Central
OFF-LA-10004689,50,Large,United States,New York City,New York,10024,East
TEC-AC-10002001,67,Large,United States,Burlington,North Carolina,27217,South
FUR-BO-10004709,36,Small,United States,Jackson,Mississippi,39212,South
FUR-FU-10004091,68,Large,United States,New York City,New York,10035,East
FUR-CH-10001891,28,Medium,United States,Waynesboro,Virginia,22980,South
FUR-FU-10002918,36,Medium,United States,Los Angeles,California,90036,West
OFF-BI-10004593,49,Medium,United States,Chester,Pennsylvania,19013,East
OFF-FA-10004854,30,Medium,United States,Long Beach,California,90805,West
OFF-PA-10002105,63,Large,United States,Cary,North Carolina,27511,South
OFF-ST-10002756,60,Large,United States,New York City,New York,10035,East
OFF-PA-10004243,50,Large,United States,New York City,New York,10035,East
FUR-FU-10001861,40,Large,United States,Palm Coast,Florida,32137,South
OFF-BI-10002706,69,Large,United States,Mount Vernon,New York,10550,East
FUR-TA-10002533,43,Medium,United States,Dover,Delaware,19901,East
FUR-FU-10002671,61,Medium,United States,Orem,Utah,84057,West
OFF-AR-10003651,47,Medium,United States,Los Angeles,California,90045,West
OFF-BI-10001072,47,Large,United States,Philadelphia,Pennsylvania,19140,East
OFF-AR-10002135,35,Small,United States,Hialeah,Florida,33012,South
OFF-AR-10002804,48,Medium,United States,Austin,Texas,78745,Central
FUR-FU-10001918,49,Large,United States,Oceanside,New York,11572,East
FUR-CH-10004086,58,Large,United States,Seattle,Washington,98115,West
FUR-FU-10001756,48,Medium,United States,Naperville,Illinois,60540,Central
OFF-LA-10000634,25,Medium,United States,Dallas,Texas,75220,Central
FUR-FU-10001588,33,Small,United States,Evanston,Illinois,60201,Central
TEC-PH-10002398,47,Large,United States,Trenton,Michigan,48183,Central
OFF-PA-10001937,66,Large,United States,San Francisco,California,94110,West
OFF-AR-10003373,56,Medium,United States,Cottage Grove,Minnesota,55016,Central
FUR-CH-10002602,25,Small,United States,New York City,New York,10009,East
TEC-MA-10002927,56,Medium,United States,Green Bay,Wisconsin,54302,Central
TEC-AC-10000892,24,Small,United States,Columbus,Ohio,43229,East
OFF-FA-10000624,37,Medium,United States,Bossier City,Louisiana,71111,South
TEC-AC-10001908,53,Small,United States,Saint Petersburg,Florida,33710,South
FUR-FU-10001967,60,Large,United States,Des Moines,Iowa,50315,Central
TEC-PH-10003645,25,Medium,United States,Cincinnati,Ohio,45231,East
OFF-ST-10000675,57,Large,United States,Columbus,Ohio,43229,East
FUR-CH-10003312,37,Medium,United States,Lancaster,California,93534,West
OFF-LA-10001074,66,Medium,United States,Asheville,North Carolina,28806,South
OFF-BI-10001524,31,Small,United States,San Francisco,California,94110,West
TEC-PH-10004614,66,Medium,United States,Rochester,Minnesota,55901,Central
OFF-BI-10001153,28,Small,United States,Lake Elsinore,California,92530,West
OFF-BI-10001982,60,Large,United States,San Diego,California,92105,West
OFF-BI-10001922,66,Large,United States,Monroe,Louisiana,71203,South
TEC-CO-10001449,31,Small,United States,San Francisco,California,94122,West
OFF-BI-10004140,53,Large,United States,Santa Ana,California,92704,West
OFF-BI-10003314,55,Large,United States,Milwaukee,Wisconsin,53209,Central
FUR-TA-10004575,43,Medium,United States,Belleville,New Jersey,7109,East
OFF-FA-10000490,65,Large,United States,San Francisco,California,94110,West
OFF-AR-10000122,50,Large,United States,Columbia,Tennessee,38401,South
TEC-PH-10000702,23,Small,United States,New York City,New York,10035,East
OFF-AR-10001374,67,Medium,United States,Los Angeles,California,90036,West
OFF-PA-10001970,46,Medium,United States,Louisville,Kentucky,40214,South
OFF-BI-10002160,48,Large,United States,Lorain,Ohio,44052,East
OFF-BI-10004995,32,Large,United States,Linden,New Jersey,7036,East
FUR-BO-10002268,57,Large,United States,Salinas,California,93905,West
OFF-EN-10001137,33,Medium,United States,New York City,New York,10035,East
OFF-AR-10002399,35,Small,United States,New Brunswick,New Jersey,8901,East
OFF-PA-10002713,38,Medium,United States,San Francisco,California,94122,West
OFF-AP-10001124,54,Medium,United States,Springfield,Virginia,22153,South
OFF-LA-10001158,37,Small,United States,Philadelphia,Pennsylvania,19140,East
FUR-CH-10000785,62,Medium,United States,Lancaster,Pennsylvania,17602,East
OFF-AR-10003732,32,Medium,United States,Philadelphia,Pennsylvania,19143,East
FUR-FU-10000023,57,Medium,United States,New York City,New York,10009,East
OFF-BI-10002412,67,Large,United States,Philadelphia,Pennsylvania,19120,East
OFF-SU-10001225,50,Large,United States,Detroit,Michigan,48227,Central
OFF-ST-10002406,54,Medium,United States,Rochester,New York,14609,East
OFF-PA-10002036,63,Medium,United States,Los Angeles,California,90045,West
OFF-ST-10002205,66,Large,United States,Columbia,Maryland,21044,East
TEC-AC-10003911,28,Small,United States,San Francisco,California,94122,West
OFF-AR-10000658,41,Medium,United States,Houston,Texas,77095,Central
TEC-AC-10002076,50,Large,United States,Detroit,Michigan,48227,Central
OFF-PA-10003039,44,Medium,United States,Auburn,New York,13021,East
FUR-TA-10004915,29,Small,United States,Springfield,Ohio,45503,East
OFF-AP-10000696,62,Medium,United States,Jackson,Michigan,49201,Central
OFF-ST-10003327,26,Small,United States,Norwich,Connecticut,6360,East
OFF-BI-10000309,33,Small,United States,Dallas,Texas,75220,Central
OFF-PA-10004734,48,Large,United States,New York City,New York,10009,East
OFF-BI-10002225,39,Small,United States,New York City,New York,10011,East
TEC-AC-10004708,65,Large,United States,Philadelphia,Pennsylvania,19143,East
FUR-TA-10000617,55,Small,United States,Springfield,Virginia,22153,South
TEC-AC-10002335,60,Large,United States,Philadelphia,Pennsylvania,19140,East
TEC-MA-10001681,67,Medium,United States,Philadelphia,Pennsylvania,19120,East
FUR-FU-10001935,44,Large,United States,Riverside,California,92503,West
OFF-AR-10004757,28,Small,United States,San Francisco,California,94110,West
OFF-BI-10000050,61,Medium,United States,Philadelphia,Pennsylvania,19143,East
TEC-PH-10003012,48,Medium,United States,Round Rock,Texas,78664,Central
TEC-CO-10002313,34,Large,United States,Jackson,Mississippi,39212,South
OFF-BI-10003982,24,Medium,United States,Phoenix,Arizona,85023,West
OFF-BI-10004492,59,Medium,United States,Oceanside,California,92054,West
OFF-ST-10000798,70,Medium,United States,San Francisco,California,94110,West
OFF-PA-10002552,59,Large,United States,Fayetteville,Arkansas,72701,South
OFF-SU-10002573,52,Large,United States,New York City,New York,10011,East
OFF-ST-10001580,64,Large,United States,Wilmington,North Carolina,28403,South
OFF-ST-10000934,46,Medium,United States,Louisville,Colorado,80027,West
TEC-AC-10000158,50,Medium,United States,Pasadena,Texas,77506,Central
OFF-PA-10001947,55,Medium,United States,Houston,Texas,77041,Central
OFF-AR-10003478,51,Large,United States,Jacksonville,Florida,32216,South
OFF-AP-10004249,52,Small,United States,Virginia Beach,Virginia,23464,South
TEC-CO-10004115,46,Medium,United States,Henderson,Kentucky,42420,South
OFF-PA-10003724,32,Medium,United States,Murrieta,California,92563,West
FUR-TA-10002041,35,Small,United States,Scottsdale,Arizona,85254,West
OFF-PA-10002893,49,Large,United States,San Diego,California,92037,West
OFF-LA-10003766,22,Medium,United States,Seattle,Washington,98103,West
FUR-BO-10001972,45,Medium,United States,New York City,New York,10011,East
FUR-CH-10003956,24,Small,United States,Los Angeles,California,90045,West
OFF-PA-10000157,24,Small,United States,Springfield,Ohio,45503,East
OFF-AR-10004344,28,Small,United States,Cincinnati,Ohio,45231,East
FUR-CH-10004886,28,Small,United States,Los Angeles,California,90004,West
OFF-PA-10003845,49,Large,United States,Burlington,North Carolina,27217,South
OFF-AR-10001573,39,Medium,United States,Saint Peters,Missouri,63376,Central
OFF-EN-10000483,60,Large,United States,New York City,New York,10035,East
TEC-AC-10004114,68,Large,United States,Chicago,Illinois,60610,Central
FUR-FU-10004712,23,Medium,United States,Philadelphia,Pennsylvania,19134,East
OFF-ST-10000918,61,Medium,United States,New York City,New York,10009,East
FUR-CH-10000015,30,Medium,United States,Philadelphia,Pennsylvania,19143,East
FUR-FU-10003347,34,Large,United States,Toledo,Ohio,43615,East
OFF-BI-10001543,25,Medium,United States,San Francisco,California,94122,West
TEC-MA-10000029,68,Large,United States,Brownsville,Texas,78521,Central
OFF-AR-10000369,32,Medium,United States,Los Angeles,California,90008,West
OFF-BI-10004584,23,Small,United States,Denver,Colorado,80219,West
OFF-ST-10000617,21,Medium,United States,New York City,New York,10035,East
OFF-ST-10003306,46,Small,United States,Mesa,Arizona,85204,West
OFF-BI-10000773,58,Large,United States,Columbus,Indiana,47201,Central
TEC-AC-10002600,59,Large,United States,Seattle,Washington,98105,West
TEC-MA-10002937,52,Large,United States,Detroit,Michigan,48227,Central
OFF-PA-10002230,44,Large,United States,Oakland,California,94601,West
FUR-CH-10003396,20,Small,United States,Clinton,Maryland,20735,East
FUR-FU-10000246,48,Small,United States,Charlotte,North Carolina,28205,South
OFF-ST-10000060,31,Small,United States,San Francisco,California,94122,West
OFF-ST-10003058,48,Large,United States,Riverside,California,92503,West
OFF-PA-10002222,34,Medium,United States,San Francisco,California,94110,West
FUR-CH-10002372,43,Medium,United States,Roswell,Georgia,30076,South
OFF-LA-10001317,48,Large,United States,La Porte,Indiana,46350,Central
FUR-FU-10000206,63,Medium,United States,Lansing,Michigan,48911,Central
OFF-AR-10000588,67,Medium,United States,Minneapolis,Minnesota,55407,Central
OFF-ST-10001469,20,Small,United States,Escondido,California,92025,West
OFF-AR-10001953,45,Small,United States,New York City,New York,10035,East
OFF-AR-10003156,48,Medium,United States,Jackson,Michigan,49201,Central
OFF-AR-10004974,41,Large,United States,Los Angeles,California,90004,West
TEC-PH-10002365,30,Small,United States,Houston,Texas,77070,Central
